,Name,Link,Location,Number,Email,Website,Description
112,barcelona-activa,https://www.4yfn.com/exhibitor/barcelona-activa/,Hall 4YFN Montjuic Hall M8 Stand R3,+34 934019777,barcelonactiva@barcelonactiva.cat,http://www.barcelonactiva.cat/,"Barcelona Activa is the organization responsible for boosting economic policies and local development to ensure a better quality of life for citizens by promoting employment, encouraging entrepreneurship and offering support to companies from the perspective of the plural economy."
113,barcelona-data-institute,https://www.4yfn.com/exhibitor/barcelona-data-institute/,Hall 4YFN Montjuic Hall M8 Stand 30,+34 619277349,javier@bdatainstitute.com,http://bdatainstitute.com/,"The Barcelona Data Institute only has one obsession and that is creating the best data talent worldwide through part-time programs and bootcamps. How we do it? We get real. We use real data analyst, scientist and engineers as teachers. We use real cases so you know what you will be up to in the future. And we use real data, because we know its a challenge and you need to be ready. We know networking in the data community is key to transferring knowledge and to future transformation opportunities so we offer as much as we can of that too."
114,barcelona-tech-city,https://www.4yfn.com/exhibitor/barcelona-tech-city/,Hall 4YFN Montjuic Hall M8 Stand M2,938342660,general@barcelonatechcity.com,https://barcelonatechcity.com/,"Barcelona Tech City is a private non-profit organization representing more than 800 local and international tech companies.  Barcelona Tech City works with entrepreneurs, start-ups, consolidated businesses, investors, incubators, accelerators, company builders, universities, business schools, media enterprises, government agencies and other entities to raise the city's ecosystem to the next level."
115,bayer-cares-foundation,https://www.4yfn.com/exhibitor/bayer-cares-foundation/,Hall 4YFN Montjuic Hall M8 Stand G2,+49 15158545104,marcbuckley@t-online.de,http://www.bayer-foundations.com/,Scouting for social innovations or disruptive impact innovations in health and nutrition from around the world that have the potential to bring about systematic change for the rising billions in need.
116,bayer-cares-foundation-2,https://www.4yfn.com/exhibitor/bayer-cares-foundation-2/,Hall 4YFN Montjuic Hall M8 Stand G2,+49 15158545104,marcbuckley@t-online.de,http://www.bayer-foundations.com/,Scouting for social innovations or disruptive impact innovations in health and nutrition from around the world that have the potential to bring about systematic change for the rising billions in need.
117,bcn-resol-odr-solutions-sl,https://www.4yfn.com/exhibitor/bcn-resol-odr-solutions-sl/,Hall 4YFN Montjuic Hall M8 Stand G3,,contact@bcnresol.com,http://www.bcnresol.com/,Providing Whistleblowing & ODR (Online Dispute Resolution) management solutions for a healthier & better world.
118,be12,https://www.4yfn.com/exhibitor/be12/,Hall 4YFN Montjuic Hall M8 Stand G2,,,https://be12.ch/,"Be12 is a Swiss company with the mission to empower cybersecurity within the corporate sector. While businesses continue to connect their infrastructures to the net and digitalise their information, they likewise are exposing their information and communications to possible cyber attacks, eavesdroppers and leaks which are costly and can summit to devastating consequences. We are pushing forward solutions, awareness and educate businesses on how to protect their information adequately. Be12 aims to safeguard private information and communications ensuring compliance beyond the EU General Data Protection Regulation (GPDR) and aligning with the 12th Article of the Universal Declaration of Human Rights."
119,beachegg,https://www.4yfn.com/exhibitor/beachegg/,Hall 4YFN Montjuic Hall M8 Stand 72,+36 308690891,,http://beachegg.io/,"PROBLEM Using fixed safes at beaches, resorts, hotels and swimming pools is really inconvenient. These days we use more and more precious personal gadgets like smartphones, carkeys, sunglasses, credit cards, these are not safe at all left alone under our towel (psychological safe). And thieves are well aware of this fact. SOLUTION The Beachegg. An innovative, rentable high tech mobile safe. It guards personal belongings from thieves by giving extended oversight (M2M) and control through physical protection, alarm protection and GPS tracking."
120,beam-digital,https://www.4yfn.com/exhibitor/beam-digital/,Hall 4YFN Montjuic Hall M8 Stand K1,+39 3489619187,davide.richiardi@beamdigital.eu,http://lifesensor.cloud/,Beam Digital is positioned on the key quadrants of the consumer IoT market with an innovative and distinctive product portfolio.
121,beasyness,https://www.4yfn.com/exhibitor/beasyness/,Hall 4YFN Montjuic Hall M8 Stand O1,+33 607636272,contact@beasyness.com,https://www.beasyness.com/,BEASYNESS: Welcome to the B to B Collaborative Business where the best executives have the best partners !
122,bechallenge,https://www.4yfn.com/exhibitor/bechallenge/,Hall 4YFN Montjuic Hall M8 Stand G3,+34 670421987,hello@bechallenge.io,https://bechallenge.io/,BeChallenge is a Challenge Based Learning Platform to empower students with Soft Skills.
123,beijing-syma-expo-co-ltd,https://www.4yfn.com/exhibitor/beijing-syma-expo-co-ltd/,,+86 (370) 107-7354,xuefeng.li@syma.com.cn,https://www.symahk.com.hk/,SYMA is a International Company，from design，leasing，construction，on-site implementation，to provide customers with a series of services。
124,beiota-iot-solutions,https://www.4yfn.com/exhibitor/beiota-iot-solutions/,Hall 4YFN Montjuic Hall M8 Stand N1,+34 625070406,carlos@beiota.com,http://www.beiota.com/,Beiota is a startup dedicated to a new wave of security and safety development called Security 4.0.  Our focus lies in the implementation of a number of new technologies in the area of hazard prevention and control with the intention of accident reduction in the work environment.
125,beiota-iot-solutions-s-l,https://www.4yfn.com/exhibitor/beiota-iot-solutions-s-l/,Hall 4YFN Montjuic Hall M8 Stand C1,,,,
126,bemyapp,https://www.4yfn.com/exhibitor/bemyapp/,Hall 4YFN Montjuic Hall M8 Stand 122,,bianca@bemyapp.com,http://www.bemyapp.com/,"Established in 2010, BeMyApp is the world’s leading hackathon organizer. With a network of innovators and startups working with disruptive technologies worldwide, BeMyApp has helped over 200 blue-chip companies connect with the startup ecosystem to foster innovation and new business relationships. "
127,bespoon,https://www.4yfn.com/exhibitor/bespoon/,Hall 4YFN Montjuic Hall M8 Stand O1,,,http://bespoon.com/,Bespoon provides an accurate UWB RTLS many use cases:
128,bewhere-inc,https://www.4yfn.com/exhibitor/bewhere-inc/,Hall 4YFN Montjuic Hall M8 Stand 9,+1 6472235067,mberry@bewhere.com,http://www.bewhere.com/,"BeWhere (TSXV: BEW, OTCQB: BEWFF) is an Industrial Internet of Things (“IIOT”) solutions company that designs and sells hardware with sensors and software applications to track real-time information on non-powered fixed and movable assets, as well as monitor environmental conditions.  The company develops mobile applications, middle-ware and cloud-based solutions that stand-alone or that can be readily integrated with existing software.  BeWhere’ solutions are cutting edge, using the latest available cellular technologies (LTE-M and NB-IoT) and offering customers low-cost sophisticated technology to implement a new level of visibility to their businesses."
129,biel-glasses,https://www.4yfn.com/exhibitor/biel-glasses/,Hall 4YFN Montjuic Hall M8 Stand T3,+34 699981684,jaume@bielglasses.com,http://www.bielglasses.com/,"Biel is the name of a child who has low vision, a visual disability 7 times more common than blindness that cannot be corrected with regular glasses, medicine, or surgery.  Patient surveys show that mobility issues are the most handicapping effect of low vision.  Experts in technology, optometry and medicine have joined to create digital glasses that use 3D Vision, AI and Mixed Reality to detect and signal obstacles, traffic lights and other risks, in order to improve mobility. It also includes other functions like zoom vision, providing a complete solution that increases personal autonomy of people with low vision."
130,big-bad-wolf,https://www.4yfn.com/exhibitor/big-bad-wolf/,Hall 4YFN Montjuic Hall M8 Stand K4,+32 486035064,n.monnoyer@bigbadwolf.be,http://www.bigbadwolf.be/,"Big Bad Wolf is a brand-tech product and services company. We help innovative businesses shape the future of their brand experience through digital transformation of their services, products and communication. We see Virtual Reality, Augmented Reality, Computer Vision, Machine Learning and Natural Interfaces as new opportunities to redesign and improve business-to-consumers interactions. Our integrated startup studio helps companies by giving them access to an ecosystem of software solutions and platforms dedicated to the digital transformation of their business."
131,big-ban-angels,https://www.4yfn.com/exhibitor/big-ban-angels/,Hall 4YFN Montjuic Hall M8 Stand R2,+34 652035299,,http://www.bigbanangels.org/,Big Ban angels is a non-profit and private association
132,bigle-legal,https://www.4yfn.com/exhibitor/bigle-legal/,Hall 4YFN Montjuic Hall M8 Stand R4,+34 937945249,sergio@biglelegal.com,http://biglelegal.com/,"Bigle Legal is a Barcelona based SaaS platform that is transforming the way businesses manage legal documents, enabling them to automate and digitalize the legal processes of the company. Our clients can reduce the time of creation of a legal document by up to 20 times, at the same time reducing the risk of human error and saving budget. Our software allows you to create, review, share, sign and store legal documents, and all of that in a matter of minutes."
133,bind-4-0-industry-4-0-accelerator-program,https://www.4yfn.com/exhibitor/bind-4-0-industry-4-0-accelerator-program/,Hall 4YFN Montjuic Hall M8 Stand E4,,info@bind40.com,http://www.bind40.com/,Accelerate your business with real projects and customers
134,bio-sensing-solutions-sl,https://www.4yfn.com/exhibitor/bio-sensing-solutions-sl/,Hall 4YFN Montjuic Hall M8 Stand R3,634627144,silvia.raga@dycare.com,http://www.dycare.co/,DyCare designs wearable sensors solutions that revolutionize the physical rehabilitation process.
135,bipa,https://www.4yfn.com/exhibitor/bipa/,Hall 4YFN Montjuic Hall M8 Stand 16,,,http://www.busanit.or.kr/,"IT, CT Industries in Busan, to create growth engine for the future! BIPA is realizing the imagination for tomorrow! Since it was established in 2002, instead of being afraid of change, BIPA actively involves itself in creating new industries for regional enterprises and citizens."
136,bisdn-gmbh,https://www.4yfn.com/exhibitor/bisdn-gmbh/,Hall 4YFN Montjuic Hall M8 Stand M4,+49 30610816100,info@bisdn.de,http://www.bisdn.de/,"BISDN offers accelerated network functions for telecom operators, built on and around an Open Source operating system for whitebox switches."
137,bitphy,https://www.4yfn.com/exhibitor/bitphy/,Hall 4YFN Montjuic Hall M8 Stand R3,654865535,info@bitphy.com,http://www.bitphy.com/,"BitPhy is a startup that provides prescriptive and predictive analytics for the retail sector. We apply Artificial Intelligence to shop tickets to provide useful and smart reports through our online dashboard, allowing retailers to improve their strategy."
138,bits,https://www.4yfn.com/exhibitor/bits/,Hall 4YFN Montjuic Hall M8 Stand H3,,,http://www.getbits.nl/,"Bits is on a mission to get every Millennial in the world to open their first investment account. We are a brand loyalty and investing platform creating a new currency for rewards programs while giving future generations a new way to experience investing. Bits will be an ecosystem of banks, merchants, and brands that enable users to get “Bits of Stocks” when they spend with the brands they love with a guilt-free experience at the point-of-sale and empower brands with a more cost-effective method of competing for top-of-the-wallet mindshare."
139,biva,https://www.4yfn.com/exhibitor/biva/,Hall 4YFN Montjuic Hall M8 Stand E3,+57 3004703108,jaime@biva.co,http://www.biva.co/,"Biva is a therapeutic management platform that integrates patient's adherence management and remote and personalized monitoring to improve healthcare programs outcomes. For patient's adherence, Biva has a mobile App (and a voice and SMS robot) that allows patients and caregivers to register information about their medical conditions and treatments, and it sets reminders for each treatment that includes medications alerts, appointments, signs and symptoms, control questions among others to achieve a holistic treatment perspective. Biva works with healthcare companies to deploy the platform for their patients so they can keep control of all the treatment life cycle remotely."
140,bnc10,https://www.4yfn.com/exhibitor/bnc10/,Hall 4YFN Montjuic Hall M8 Stand N2,+34 644758287,,https://bnc10.com/,"Bnc10 is the first Neobank from Barcelona. We are also the first to offer a customized experience with a personal assistant and whatsapp support for customers. Launching early 2019, bnc10 will differentiate itself further as the first digital bank to offer Spanish IBANs and shared accounts; challenging incumbent banks with core products and services millennials have come to demand: a free account, cheap FX, social payments and superior customer service."
141,botsandus,https://www.4yfn.com/exhibitor/botsandus/,Hall 4YFN Montjuic Hall M8 Stand J2,,,http://www.botsandus.com/,At BotsAndUs we believe in humans and robots collaborating towards a better life and more efficient businesses. We offer full-stack robotics and AI solutions offering autonomous assistants capable of state of the art human-robot-interaction. 
142,botslovers-com,https://www.4yfn.com/exhibitor/botslovers-com/,Hall 4YFN Montjuic Hall M8 Stand P4,+34 658568561,andres@botslovers.com,http://botslovers.com/,Botslovers ¡Voice Shopping is here!
143,boxmotions,https://www.4yfn.com/exhibitor/boxmotions/,Hall 4YFN Montjuic Hall M8 Stand F2,+34 633791163,laura.valerio@boxmotions.com,http://www.boxmotions.com/,"Boxmotions is your physical storage solution in the cloud. With Boxmotions, you don’t have to lift a finger and is more economical than traditional self-storage rentals."
144,bpl-digital,https://www.4yfn.com/exhibitor/bpl-digital/,Hall 4YFN Montjuic Hall M8 Stand A1,,,http://www.bpl-digital.com/,"Hospitality technology for forward thinking businesses. We design and build digital systems for the hospitability, food and leisure sectors. We help clients increase customer engagement and streamline operations."
145,bplay-global-content,https://www.4yfn.com/exhibitor/bplay-global-content/,Hall 4YFN Montjuic Hall M8 Stand T2,+34 670616837,fgarcia@bhubplay.com,http://www.bhubplay.com/,"B!Play is the ultimate reward solution. Our platform allows brands to engage with their audiences using all types of digital content as incentives. We are delivering movies, series, sports events, concerts, games, apps, whatever needed to create meaningful connections. It is totally scalable cloud service with the most relevant functionalities for decision-making in global sales/marketing strategies. The solution and business model are tried and tested by global leading brands and top content partners, including Viacom International Media Networks, Sony Pictures, 20th Century Fox, Xbox and Bloomberg, among others."
146,brain-insurtech,https://www.4yfn.com/exhibitor/brain-insurtech/,Hall 4YFN Montjuic Hall M8 Stand K2,+30 6978892178,vasilis@braininsurtech.com,http://braininsurtech.com/,Do you know that insurance companies spent more than 90€ per individual health coverage contract?
147,brandyourshoes,https://www.4yfn.com/exhibitor/brandyourshoes/,Hall 4YFN Montjuic Hall M8 Stand T3,+34 938862060,marta@brandyourshoes.com,http://www.brandyourshoes.com/,"Create amazing sneakers with your logo or design in your smartphone. BrandYourShoes is the new fashion and branding company that provides quality and innovation in the footwear industry. Our full ID-Custom system allows you to customize your sneakers choosing the shape, materials, colors and you can  upload your logo in the shoe. Provide your team or customers with a unique and trending product like sneakers. Choose any of our vintage or modern shapes and start designing with your corporate colors and brand."
148,bridgit,https://www.4yfn.com/exhibitor/bridgit/,Hall 4YFN Montjuic Hall M8 Stand 52,+1 5102857075,daveed@bridgit.io,https://bridgit.io/,"Bridgit is a Social Purpose Corporation building a distributed Search and Discovery protocol and a protocol for the Overweb, the layer of information and interactions that occur on top of the html layer. Bridgit is incubated by the WisdomTech Society. We recently won the 2019 Disruptive Technology Culture Driver award from the EU's flagship Next Generation Internet program. We are debuting the ecosystem with the CrowdFact app which pilots the use of web page overlays and machine learning for revealing fact checks and context underlying the news so that web users can identify misinformation by themselves."
149,broomx-technologies-sl,https://www.4yfn.com/exhibitor/broomx-technologies-sl/,Hall 4YFN Montjuic Hall M8 Stand R4,+34 658078815,ignasi@broomx.com,http://www.broomx.com/,"Broomx is The Projected VR Company, creating the most advanced tools to share VR experiences without using headsets. Part of the Abbey Road Red acceleration program from Universal Music UK, their fully immersive and social VR experience gives people a fascinating sense of immersion in real spaces. Currently working with B2B customers such as Catalonia Hotels & Resorts, Las Vegas Convention & Visitors Authority, Vulcan Corporation, Lego or Dentsu Japan in +15 countries in the world."
150,bsd-enterprise,https://www.4yfn.com/exhibitor/bsd-enterprise/,Hall 4YFN Montjuic Hall M8 Stand H1,+34 917937941,edmundo.trevino@bsdenterprise.es,http://www.bsdenterprise.com/,BSD has experience in building software solutions for various industries & enables companies and organizations to benefit from the opportunities of the connected world and to enhance competitiveness. 
151,bstartup-banco-sabadell,https://www.4yfn.com/exhibitor/bstartup-banco-sabadell/,Hall 4YFN Montjuic Hall M8 Stand 5,,bstartup@bancsabadell.com,http://www.bstartup.org/,BStartup is the Banc Sabadell program to support young innovative technology companies with:
152,bubocar,https://www.4yfn.com/exhibitor/bubocar/,Hall 4YFN Montjuic Hall M8 Stand R2,+34 670348456,marcelo@bubocar.com,https://www.bubocar.com/,"We are a software development company for the automotive sector. We're specialized in digitization and CX. Our main product Caribou is a SaaS for the digitization and improvement of the CX in the automotive aftermarket, from the request of the appointment to the delivery of the car. We've a totally innovative tool at European level within a sector in full change. We're implanted in more than 15 dealerships, with several automotive brands interested in our platform, and we have signed a commercial agreement with a large group of dealerships nationwide. Our team is made up of engineers and automotive experts"
153,budapest-enterprise-agency,https://www.4yfn.com/exhibitor/budapest-enterprise-agency/,Hall 4YFN Montjuic Hall M8 Stand 68,00 36 1 269 6869,info@bvk.hu,http://www.bvk.hu/,"Budapest Enterprise Agency is the only organization founded by the Budapest City Council back in 1993 for the development and promotion of the micro, small and medium enterprises of the Hungarian capital. Our mission is to contribute to the development and expansion of viable, new and existing entrepreneurs based on the market needs, thus contributing to the creation and preservation of workplaces in Budapest and to the facilitation of the economic growth of the Capital."
154,business-france,https://www.4yfn.com/exhibitor/business-france/,,,,,
155,buxtar-corp-s-a-s,https://www.4yfn.com/exhibitor/buxtar-corp-s-a-s/,Hall 4YFN Montjuic Hall M8 Stand E3,+57 3202042000,marketing@buxtar.co,http://www.buxtar.co/,"Buxtar is an IT company that generates digital experiences that make profitable connections with customers, using the internet as a communication and business channel. We develop web and mobile IT solutions with artificial intelligence technologies, chatbots, process automation, iOT, Machine Learning, Data Analytics, which allows the improvement of processes in different economic sectors."
156,buy-yourself,https://www.4yfn.com/exhibitor/buy-yourself/,Hall 4YFN Montjuic Hall M8 Stand R3,+34 699209207,guillevillalon@buyyourself.io,https://buyyourself.io/bygo/,"Buy Yourself is a point of sale in every customer’s pocket. We help retail companies to remove queues and offer the best shopping experiences in their stores by transforming their customer’s smartphone into a point of sale thanks to our RFID patented technology. We also adapt the experience for stores without RFID. Neither other infrastructure nor app needed, shops ready in less than 24h. Not a single sell lost because of those who do not want to queue up to buy in store."
157,c2c-platform,https://www.4yfn.com/exhibitor/c2c-platform/,Hall 4YFN Montjuic Hall M8 Stand 16,+82 1062361177,ceo@c2cplatform.com,https://c2cplatform.com/,"C2C PLATFORM is an abbreviation of ""Crop to Consumer,"" we are a green coffee bean online platform service that facilitates the direct trade between coffee farmers and buyers worldwide. Coffee producers create a farm profile, list their coffees, and send a small sample to our lab of the coffees they will sell through C2C PLATFORM. After we complete the quality assessment, the green coffees will be ready for sale in the platform. Then buyers can log in and start buying the beans they need. C2C PLATFORM does the shipping work for you! We also provide trade and insurance assistance."
158,caixabank,https://www.4yfn.com/exhibitor/caixabank/,Hall 4YFN Montjuic Hall M8 Stand 2,,dayone.barcelona@caixabank.com,http://www.caixabank.com/,"CaixaBank is the leading retail bank in Spain, with the largest customer base, a robust balance sheet and a culture drawing on deeply ingrained values. CaixaBank seeks to be recognised as setting itself apart through its socially responsible banking model. Its business model is based on specialisation, with a tailor-made value proposition for each segment."
159,cali-life-style-s-l,https://www.4yfn.com/exhibitor/cali-life-style-s-l/,Hall 4YFN Montjuic Hall M8,,,,
160,camper,https://www.4yfn.com/exhibitor/camper/,Hall 4YFN Montjuic Hall M8 Stand 120,,,http://www.camper.com/,"For more than 40 years, Camper has been creating unconventional footwear that is easy-to-wear and hard to define. Boasting a strong urban aesthetic and unexpected innovation, the Spanish brand, founded in 1975, challenges the status quo each season with bold creative concepts that push consumers forward into a new generation of design-driven footwear."
161,canalla-urban-food,https://www.4yfn.com/exhibitor/canalla-urban-food/,Hall 4YFN Montjuic Hall M8,,,,
162,carers,https://www.4yfn.com/exhibitor/carers/,Hall 4YFN Montjuic Hall M8 Stand M3,+962 791436666,raad@carersapp.care,http://www.carersapp.care/,At-Home Healthcare is now smarter with Carers App.
163,carfit,https://www.4yfn.com/exhibitor/carfit/,Hall 4YFN Montjuic Hall M8 Stand 6,,,https://car.fit/?lang=en,"CARFIT foster improvement of Smart mobility thanks to its predictive maintenance solution that helps car services with clients relation while helping car owners smartly maintain their cars. By knowing when the vehicle needs a repair and bringing additional services around it, CARFIT contributes well maintain cars, so it breaks less, pollute less and keeps a better remarketing value all this by reducing the total cost of ownership."
164,carnovo,https://www.4yfn.com/exhibitor/carnovo/,Hall 4YFN Montjuic Hall M8 Stand R4,,,,
165,cathay-innovation,https://www.4yfn.com/exhibitor/cathay-innovation/,Hall 4YFN Montjuic Hall M8,,,http://www.cathayinnovation.com/,"Cathay Innovation is a global venture capital fund, created in affiliation with Cathay Capital Private Equity. It was founded around the shared conviction that supporting digital entrepreneurs by providing them with a platform bridging 3 continents – North America, Europe and China – constitutes a particularly powerful value-creation strategy. As a multi-stage fund, Cathay Innovation partners with visionary entrepreneurs, committed to driving change through technology. Such transformation is accelerated by leveraging Cathay Capital Private Equity's extensive network with corporates and solid experience in operational excellence. Cathay Innovation has offices in San Francisco, Paris, Beijing and Shanghai."
166,catoz,https://www.4yfn.com/exhibitor/catoz/,Hall 4YFN Montjuic Hall M8 Stand C2,,chhongkim@lgcns.com,http://catoz.cloud/,CATOZ is an inventory tool that automatically manages cloud resource changes and provides separate roles and permissions management.
167,ccei,https://www.4yfn.com/exhibitor/ccei/,Hall 4YFN Montjuic Hall M8 Stand 3,,,http://www.startupkorea.com/,"Based on the Korean government's Creative Economy driven strategy, CCEI was established in collaboration with the central government, local government and South Korean Enterprises such as KT, Samsung, Hanjin etc. having mission to accelerate innovative startups and to become the Global Hub to promote such startups to global markets with 19 Innovation Centers in South Korea."
168,centro-virtual-de-negocios-s-a-s,https://www.4yfn.com/exhibitor/centro-virtual-de-negocios-s-a-s/,Hall 4YFN Montjuic Hall M8 Stand E3,+57 3103034447,jose.rojas@cvn.com.co,http://www.cvn.com.co/,"We search and edit data and information to make market intelligence. We strengthen the strategy of the companies and contribute to make them more competitive, our market intelligence processes are supported by big data, machine learning and artificial intelligence."
169,challenge-k-startup-2018,https://www.4yfn.com/exhibitor/challenge-k-startup-2018/,Hall 4YFN Montjuic Hall M8 Stand L1,,,http://www.kised.or.kr/,"Starting in 2016, 'Challenge! K-Startup' is the biggest and the best competition for startups in Korea. See for yourself the outstanding skills of the best startups and the start-up items come from through the competition."
170,checkealos,https://www.4yfn.com/exhibitor/checkealos/,Hall 4YFN Montjuic Hall M8 Stand T2,+34 854522480,info@checkealos.com,https://www.checkealos.com/,"Checkealos is an all-in-one platform bringing together customer insights (behaviour, needs, preferences) and user experience improvements to enhance significantly digital business outcomes like sales, persuasion, emotional engagement, trust, usability and accessibility."
171,chiara,https://www.4yfn.com/exhibitor/chiara/,Hall 4YFN Montjuic Hall M8 Stand T3,915713433,sportillo@teamtraining.es,http://www.bechiara.com/,Chiara is an online course with which we can improve our communication skills in public.
172,chilmyeongbio-co-ltd,https://www.4yfn.com/exhibitor/chilmyeongbio-co-ltd/,Hall 4YFN Montjuic Hall M8 Stand M1,,,https://blog.naver.com/7myeong,"Chilmyeongbio Co., Ltd , an insect feed company was founded by a 16-year-old high school student who won the Korea Foundation Competition."
173,china-communications-consultants-sl,https://www.4yfn.com/exhibitor/china-communications-consultants-sl/,Hall 4YFN Montjuic Hall M8 Stand T3,+34 606780751,info@chinasocialmedia.net,http://chinasocialmedia.net/,China Communications Consultants is a digital marketing agency specializing in Chinese social networks.
174,chiper,https://www.4yfn.com/exhibitor/chiper/,Hall 4YFN Montjuic Hall M8 Stand G1,(317) 428-1979,jose@chiper.co,http://www.chiper.co/,CHIPER IS A NEW RETAIL DIGITAL PLATFORM THAT ENABLES MOM-AND-POPS TO SIMPLIFY AND INCREASE PROFITABILITY OF THEIR BUSINESSES IN COLOMBIA.
175,ciclogreen-move-and-win-s-l,https://www.4yfn.com/exhibitor/ciclogreen-move-and-win-s-l/,Hall 4YFN Montjuic Hall M8 Stand J3,+34 654442904,gregoriomagno@ciclogreen.com,http://www.ciclogreen.com/,"Ciclogreen provides an online platform (web + app) that allows companies, universities and city councils to reward their employees and citizens with free gifts for using sustainable means of transport (cycling, walking, public transport or carsharing) and analyze mobility patterns and CO2 emissions. Users only have to register their sustainable trips using Ciclogreen mobile tracking app to get points, rewards and enjoy other gamification elements. Ciclogreen promotes sustainable mobility practices and get geolocated mobility data of every trip, a valuable information that can be combined with data from other sources to analyze mobility patterns."
176,city-taps,https://www.4yfn.com/exhibitor/city-taps/,Hall 4YFN Montjuic Hall M8 Stand 54,,,,
177,civic-technologies-inc,https://www.4yfn.com/exhibitor/civic-technologies-inc/,Hall 4YFN Montjuic Hall M8 Stand 116,,,,
178,ck-materials-lab-co-ltd,https://www.4yfn.com/exhibitor/ck-materials-lab-co-ltd/,Hall 4YFN Montjuic Hall M8 Stand 3,+82 1080006864,admin@ckmaterialslab.com,http://www.ckmaterialslab.com/,"Our goal is to ultimately improve the tactile realism and precise interaction in the smart devices so as to enhance the user experiences to the next level. We, CK Materials Lab, hold the primary technology to open up the opportunities for the tactile sensation and are happy to support our clients to stay competitive within the haptic-fields. "
179,clic-for-rent,https://www.4yfn.com/exhibitor/clic-for-rent/,Hall 4YFN Montjuic Hall M8 Stand M2,+34 678647764,j.estaun@clicforrent.com,http://www.clicforrent.com/,"Click for Rent is an online platform that simplifies the management of flats for rent, and helps to reduce administrative costs by 50%. It minimizes the time of drafting contracts, automates financial management, the management of collections and monthly expenses, as well as the issuing of monthly receipts, and facilitates access to all digitized files. Permanent access 24/7 from any type of device connected to the internet."
180,climbista,https://www.4yfn.com/exhibitor/climbista/,Hall 4YFN Montjuic Hall M8 Stand P2,,,http://www.climbista.com/,"Join the community of climbers around the world, follow your friends, meet new climbers and learn from the experts. Discover new routes and the best climbing spots around the globe, always up to date thanks to the community. Track your personal progress, compare with your friends and improve your climbing skills."
181,clx-communications-ltd,https://www.4yfn.com/exhibitor/clx-communications-ltd/,Hall 4YFN Montjuic Hall M8 Stand 76,,,https://www.clxcommunications.com/,"CLX Communications AB (publ) combine programmable API’s and cloud computing with unparalleled Tier 1 Super Network so businesses can easily embed global communications into their apps, processes and devices. Our Communications Platform-as-a-Service (CPaaS) delivers one of the highest service levels in the industry, processing more than 1 billion API calls per month across 6 continents. CLX provide services to 4 of the top 5 CPaaS companies, and 3 of the top 5 global internet brands with Tier 1 connectivity. Our products include, SMS, RCS Messaging, Voice, Video Calling, Verification and Connectivity."
182,cna,https://www.4yfn.com/exhibitor/cna/,Hall 4YFN Montjuic Hall M8 Stand L1,+82 1059064243,woo@cnanfc.com,http://www.cnanfc.com/,CNA is a company that specializes in RF control solutions and develop and produce equipment and services using NFC and induction current.
183,codingbird,https://www.4yfn.com/exhibitor/codingbird/,Hall 4YFN Montjuic Hall M8 Stand L1,,,http://codingbird.kr/,"""Coding and Drone Education, CodingBird"""
184,coinscrap,https://www.4yfn.com/exhibitor/coinscrap/,Hall 4YFN Montjuic Hall M8 Stand T2,+34 676049165,,https://coinscrapfinance.com/,"CoinScrap is an asset management platform making saving as easy as spending. We have redesigned the user saving journey to improve the saving experience. We create digital spare change for each card or bank account transactions, and transfer automatically the spare change into financial products or for donations, enabling users to learn saving based on their individual behaviors."
185,coliba,https://www.4yfn.com/exhibitor/coliba/,Hall 4YFN Montjuic Hall M8 Stand 54,+225 76001527,,https://coliba.ci/,COLIBA is a web and mobile platform that connects households and businesses with affiliated plastic waste pickers in Côte d'Ivoire. The plastics are transformed into pellets before being sold to the local industries.
186,colorsensing,https://www.4yfn.com/exhibitor/colorsensing/,Hall 4YFN Montjuic Hall M8 Stand O2,+34 665709536,memartin@color-sensing.com,http://www.color-sensing.com/,"ColorSensing offers color-reading and color-correction-based applications, ranging from digital color-change-based sensors to image standardization tools for telemedicine. We are also developing a quantitative and cost-effective food freshness indicator that helps food manufacturers and retailers cut down food waste improving product quality control."
187,combine,https://www.4yfn.com/exhibitor/combine/,Hall 4YFN Montjuic Hall M8 Stand T4,+34 651827726,,http://getcombine.com/,Combine is a mobile app that lets you aggregate all your bank accounts from multiple countries simultaneously and use the app as a personal finance manager:
188,comercia-global-payments-e-p-s-l,https://www.4yfn.com/exhibitor/comercia-global-payments-e-p-s-l/,Hall 4YFN Montjuic Hall M8 Stand 11,,,,
189,coming-web,https://www.4yfn.com/exhibitor/coming-web/,Hall 4YFN Montjuic Hall M8 Stand O3,,contact@coming-web.com,http://coming-web.com/,Coming-Web® « an agency tuned to your needs » !
190,conector-startup-accelerator,https://www.4yfn.com/exhibitor/conector-startup-accelerator/,Hall 4YFN Montjuic Hall M8 Stand N2,+34 938074727,conector@conector.com,http://www.conector.com/,Conector Startup Accelerator is a Spanish startup accelerator specialized in seed stage businesses.  We provide real mentoring to technology-based startups that are ready to be launched into the market.
191,consell-comarcal-de-lanoia,https://www.4yfn.com/exhibitor/consell-comarcal-de-lanoia/,Hall 4YFN Montjuic Hall M8 Stand 72,,,,
192,construtag,https://www.4yfn.com/exhibitor/construtag/,Hall 4YFN Montjuic Hall M8 Stand K4,+32 473679735,info@construtag.com,http://www.construtag.com/,"construTAG provides Full Traceability of Small Equipment, Tools and this"
