,Name,Link,Location,Number,Email,Website,Description
797,dongguan-lianzhou-electronic-technology-co-ltd,https://www.mwcbarcelona.com/exhibitor/dongguan-lianzhou-electronic-technology-co-ltd/,Hall 7 Stand 7G80,,yiyanrong@henag.com.cn,http://www.henadigital.com,Founded in August 2004.
798,dongguan-zhenzhi-supply-chain-co-ltd,https://www.mwcbarcelona.com/exhibitor/dongguan-zhenzhi-supply-chain-co-ltd/,Hall 8,,adams_ma@inc.tvc-tech.com,http://www.tvc-mall.com,"shenzhen Zhenzhi Technology Co. Ltd., founded in July 20th, 2008, is an innovative company which is specialized in 3C accessories products. After ten years of development, its online shopping website www.tvc-mall.com has become the leading and preferred platform in the industry."
799,dongwoo-tech-co-ltd,https://www.mwcbarcelona.com/exhibitor/dongwoo-tech-co-ltd/,Hall 7 Stand 7N89,,trade@cableduct.co.kr,,DongWoo Cable Duct system is designed to contain and protect fiber optical cord and cable at above or below of rack safely.
800,doro-ab,https://www.mwcbarcelona.com/exhibitor/doro-ab/,Hall 7 Stand 7A81,,,http://www.doro.com,"Doro is a Swedish company that empowers seniors to live richer everyday lives. In addition to being the global market leader in senior mobile phones, Doro offers a wide array of products, services and smart care solutions tailored to meet the specific needs of seniors. These include services and solutions for connecting generations and providing greater peace of mind for relatives and friends. Furthermore, the Doro Care division offers social care and telecare solutions that enable elderly and disabled persons to continue living safely at home with the dignity and security they deserve."
801,dothegap-s-l,https://www.mwcbarcelona.com/exhibitor/dothegap-s-l/,Hall M8,,mercedes@dothegap.com,http://www.dothegap.com,"Dothegap is the community that promotes exchanges, providing visibility for educational and sports activities both on an international and national level. It’s a meeting point between Training Centres, Sports Clubs, Associations and Professionals who would like to enjoy exchange experiences that will expand their training."
802,dotphoton,https://www.mwcbarcelona.com/exhibitor/dotphoton/,Hall 8,,get@dotphoton.com,,"The size and number of images taken every year is growing exponentially. In order to enable use of the highest quality imagery without restrictions of communication speed and battery life on mobile devices, Dotphoton introduces an innovative RAW  image compression technology coming from quantum physics research which allows to reduce image size up to 10 times whilst preserving highest possible image quality. It makes Dotphoton’s products not only suitable for mobile devices but unlocks true potential of emerging imaging technologies used by IoT and automotive industries ."
803,dowell-research-gmbh,https://www.mwcbarcelona.com/exhibitor/dowell-research-gmbh/,Hall 6 Stand 6K11,,annabelle@dowellresearch.de,,"DoWell is providing exclusive User Experience Research, Innovation Measurement and Open Innovation Consulting to support user-centred product and service design. We have been delivering qualitative and quantitative research services with the flexibility of multi-methodology studies and the option of local language moderation and reporting services. We ensure high engagement with your audiences and specialise in taking care of international clients with a genuine understanding of your international expectations."
804,dreamz-tech-solutions,https://www.mwcbarcelona.com/exhibitor/dreamz-tech-solutions/,Hall 8,,krish@dreamztech.com,http://www.dreamztech.co.uk,"DreamzTech specialise in providing Blockchain enabled IoT solutions powered by the DreamzIoT solution stack. DreamzIoT decentralised Blockchain.IoT architecture provides critical mobile deployment flexibility, IoT M2M smart contracts, security, and trust for any  IoT ecosystem."
805,drivenets,https://www.mwcbarcelona.com/exhibitor/drivenets/,Hall 2 Stand 2E8Ex,,info@drivenets.com,,"DriveNets has developed a revolutionary approach to build networks for extreme growth, rapid service innovation – and disruptive economics. Delivering telco-grade performance with Webscale-grade agility, its Network Cloud is a multi-service routing and switching software solution that runs over low-cost white boxes. Fully disaggregated and open, it enables unprecedented port density that scales-out linearly to meet growing business demands, unbounded by service, protocol or chassis limitations – helping operators to transform their cost structure and capture new revenue opportunities."
806,druid-software,https://www.mwcbarcelona.com/exhibitor/druid-software/,Hall 7 Stand 7D71,,,,
807,dsp-group,https://www.mwcbarcelona.com/exhibitor/dsp-group/,Hall 2 Stand 2C95MR,,tali.chen@dspg.com,http://www.dspg.com,"DSP Group is a global leader in integrative wireless chipsets optimized for a wide range of today’s smart-enabled devices. Founded in 1987 on the principles of experience, insight and continuous advancement, delivering next-generation solutions in the areas of voice, audio, video and data connectivity. Experts in voice processing, DSP Group invests heavily in innovation for the smart future, integrating leading-edge semiconductor technology that enables our customers to develop a new wave of products. From mobile phones to VoIP and virtual assistants using cloud-based voice services, DSP Group is the answer to the growing demand for the ever-expanding collection of voice-controlled smart devices."
808,dt-one-previously-transferto,https://www.mwcbarcelona.com/exhibitor/dt-one-previously-transferto/,Hall 2 Stand 2A56MR,,,http://www.DTOne.com,DT One operates a global network for mobile top-up solutions and innovative mobile rewards. 
809,dtoor-the-cyrcle-phone,https://www.mwcbarcelona.com/exhibitor/dtoor-the-cyrcle-phone/,Hall 8,,christina@dtoor.com,http://www.dtoor.com,"dTOOR creates “Non-Rectangular Phones for Non-Rectangular People” starting with a phone in the shape of a circle, called The Cyrcle Phone. The 2G prototype of The Cyrcle Phone was launched to customers starting in 2016. The 4G LTE Android version of The Cyrcle Phone is manufactured in the USA and will soon be released."
810,dugo-systems-inc,https://www.mwcbarcelona.com/exhibitor/dugo-systems-inc/,Hall 7 Stand 7J38,,,,
811,dvtest,https://www.mwcbarcelona.com/exhibitor/dvtest/,Hall 7 Stand 7J51,,mike.caines@dvtest.com,,"With more than 30 years of experience in the field of wireless testing, DVTEST specialises in the design and production of RF test enclosures and wireless test systems. DVTEST’s product line of anechoic test enclosures offers not only robust and durable design to shield unwanted signals in device testing, but also custom upgrade capabilities to meet all testing requirements of industry-leading technology firms worldwide. DVTEST’s leading engineers select the highest quality materials to create superior test enclosures with quick delivery times and economical options to suit the testing needs of every customer."
812,dxomark-image-labs,https://www.mwcbarcelona.com/exhibitor/dxomark-image-labs/,Hall 5 Stand 5B61,,aghosh@dxomark.com,,"DxOMark Image Labs, is an industry leading supplier of image quality testing and optimization products and services, and the editor of DxOMark.com. An independent private company, we help the Imaging Industry to develop better cameras. DxOMark.com is the trusted industry standard for smartphone, camera and lens image quality measurements and ratings. For years, it has been recognized for providing the most rigorous hardware testing, using industry-grade laboratory tools in its analyses, and for establishing the most comprehensive reference database using its image quality test results."
813,dynamo-mobile,https://www.mwcbarcelona.com/exhibitor/dynamo-mobile/,Hall 8,,,,
814,e-kinesis,https://www.mwcbarcelona.com/exhibitor/e-kinesis/,Hall M8,,,http://www.e-kinesis.com,"e-Kinesis aims at creating clean and affordable means of urban mass transport by introducing electric city buses. For this purpose, we offer a battery electric powertrain system, specially designed for use on city buses. The system could be installed on newly manufactured buses, whereas it could also be a retrofit solution for existing bus fleets. e-Kinesis team is composed of six core members, as well as a network of legal and financial consultants."
815,e-nizing-gmbh,https://www.mwcbarcelona.com/exhibitor/e-nizing-gmbh/,Hall 8,,hello@e-nizing.com,http://www.e-nizing.com,e-nizing®: all machines finally in one platform – offered by mechanical engineers
816,eahison-communication-co-ltd,https://www.mwcbarcelona.com/exhibitor/eahison-communication-co-ltd/,Hall 5 Stand 5I36,,,,
817,eantc-ag,https://www.mwcbarcelona.com/exhibitor/eantc-ag/,Hall 7 Stand 7B81,,meyer@eantc.de,,"EANTC (European Advanced Networking Test Center) is internationally recognized as one of the world's leading independent test centers for telecommunication technologies. Based in Berlin, Germany, the company offers vendor-neutral consultancy and realistic, reproducible high-quality testing services since 1991. Customers include leading network equipment manufacturers, tier-1 service providers, large enterprises and governments worldwide. EANTC's performance and interoperability tests, proof of concept tests, acceptance tests, and network audits cover established and next-generation fixed and mobile network technologies."
818,earthdas-graphene-powered-mobility,https://www.mwcbarcelona.com/exhibitor/earthdas-graphene-powered-mobility/,Hall M8,,info@earthdas.com,http://www.earthdas.com,Earthdas has been working for years to create the first graphene based battery with cointained cost. First coin cell prototypes have been done and a protected graphene manufacture process implemented. The results show 300 times faster charging time when compared with lithium equivalent.
819,east-view-geospatial,https://www.mwcbarcelona.com/exhibitor/east-view-geospatial/,Hall 7 Stand 7M27,,geospatial@eastview.com,http://www.geospatial.com,"For over 25 years, East View Geospatial has been the industry leader in the sourcing, procurement, and production of authoritative geodata and geospatial analytics. Our global network of suppliers and in-house team of analysts provide accurate and up-to-date geodata in support of RF planning and optimization projects. With a portfolio that includes satellite imagery, 3D vector data, clutter data, digital elevation and terrain models, as well as detailed population data, East View Geospatial is the single source for all your wireless network planning needs."
820,eastwind,https://www.mwcbarcelona.com/exhibitor/eastwind/,Hall 7 Stand 7J30,,info@eastwind.ru,http://www.eastwind.ru/en,"Eastwind is a leading Russian telecom-focused vendor creating tech for efficient business and comfortable life. We develop, introduce and support High-Load systems since 1997. With over 160 projects, we have accumulated priceless industry-specific and functional expertise. More than 150 million subscribers in 10 countries use our products every day."
821,easysend,https://www.mwcbarcelona.com/exhibitor/easysend/,Hall 5 Stand 5E61,,,http://www.easysend.io,"EasySend SaaS platform will transform any document-based workflow to a fully customized, responsive, digital process within the hour."
822,ecapture3d,https://www.mwcbarcelona.com/exhibitor/ecapture3d/,Hall Congress Square Stand CS50,,mk@ecapture3d.com,http://www.ecapture3d.com,"eCapture3d commercializes a cloud platform (www.eyescloud3d.com) that enables any user to create 3d models in less than 5 minutes with photos or videos taken with his smartphone, reflex-camera, drone. No previous knowledge is necessary to use the platform. The 3d models obtained can be shared in social media, embedded in websites, inserted into PDF, georeferenced and geolocated. You can insert notes in the models, take real measurements or download the file that allows 3D printing. The whole process is done in 3 simple steps: take pictures, upload them to our web platform and wait for the 3d models to be generated."
823,eccocar,https://www.mwcbarcelona.com/exhibitor/eccocar/,Hall M8,,fernando.martin@eccocar.com,,"eccocar is a technology company and its shared mobility platform is enabling fleet managers, fleet operators and mobility operators to unleash the full potential of their vehicles."
824,ecertic-digital-solutions-s-l,https://www.mwcbarcelona.com/exhibitor/ecertic-digital-solutions-s-l/,Hall M8,,rtapias@ecertic.com,http://www.ecertic.com,"Ecertic is pioneer in technological developments in the areas of electronic signature and digital identity. We apply technologies such as artificial intelligence, machine learning and face biometrics, to digital transformation and Know Your Customer, creating flexible systems of electronic contracting, providing the maximum legal guarantees. We have achieved national and international recognitions thanks to our innovative products and solutions."
825,eci-telecom,https://www.mwcbarcelona.com/exhibitor/eci-telecom/,Hall 6 Stand 6E21,,inna.zilper@ecitele.com,http://www.ecitele.com,"ECI delivers elastic network solutions globally to CSPs, utilities as well as data center operators. Along with its long standing, industry proven packet optical transport, ECI offers a variety of SDN/NFV applications, a comprehensive cyber security solution and a range of professional services. ECI's ELASTIC solutions ensure open, future-proof, and secure communications. With ECI, customers have the luxury of choosing a network which can be tailor made to their needs today – while being flexible enough to evolve with their changing needs in the future. At ECI, customer success is our success. For more information, please visit us at www.ecitele.com."
826,ecocarrier-inc-2,https://www.mwcbarcelona.com/exhibitor/ecocarrier-inc-2/,Hall M8,,carl@ecocarrier.com,http://www.socialedification.com,(1) Collaboration. A better way of interactions between/among people / parties that are geographically dispersed but having connection to the Internet via a mobile handset ; greatly enhances the efficacy and cost efficiency of work operation. www.mresence.com
827,ecocarrier-inc,https://www.mwcbarcelona.com/exhibitor/ecocarrier-inc/,Hall 7 Stand 7J51,,,,
828,ecocarrier-mresence,https://www.mwcbarcelona.com/exhibitor/ecocarrier-mresence/,Hall M8,,sales@ecocarrier.com,http://www.mresence.com,MRESENCE  = PRESENCE in MIXED REALITY
829,ecocarrier-pizzzar,https://www.mwcbarcelona.com/exhibitor/ecocarrier-pizzzar/,Hall M8,,,http://www.pizzzar.com,PizzzAR
830,ecocarrier-w5go,https://www.mwcbarcelona.com/exhibitor/ecocarrier-w5go/,Hall M8,,,http://www.w5go.com,W5GO Apps & Games
831,ecole-superieure-du-vin-wine-school,https://www.mwcbarcelona.com/exhibitor/ecole-superieure-du-vin-wine-school/,Hall M8,,,,Ecole Supérieure du Vin Wine School
832,eddress,https://www.mwcbarcelona.com/exhibitor/eddress/,Hall 8,,,,"Eddress is a technology company offering fleet management solutions for businesses specializing in last-mile delivery as well as white-labeled marketplace apps for businesses looking to expose their products and services to nearby users. Eddress aims to enhance global online and offline deliveries by connecting trusted partners with consumers, verifying and saving addresses, and making the order fulfillment and dispatching a seamless experience. By creating complete visibility and transparency between all parties involved, businesses can focus more on operations and marketing without having to worry about technology."
833,edelman,https://www.mwcbarcelona.com/exhibitor/edelman/,Hall 8,,,,
834,edevice,https://www.mwcbarcelona.com/exhibitor/edevice/,Hall 5 Stand 5B41,,averger@edevice.com,,"eDevice provides global IoT connectivity solutions. For twenty years, market leaders have relied on eDevice's products and services to securely transmit critical data between their devices in the field and their systems. "
835,edge-gravity-inc,https://www.mwcbarcelona.com/exhibitor/edge-gravity-inc/,Halls,,,,
836,edgecore-networks-corporation,https://www.mwcbarcelona.com/exhibitor/edgecore-networks-corporation/,Hall 5 Stand 5A61,,sales@edge-core.com,http://www.edge-core.com,"Edgecore Networks Corporation is a wholly owned subsidiary of Accton Technology Corporation, the leading network ODM.  Edgecore Networks delivers wired and wireless networking products and solutions through channel partners and system integrators worldwide for the Data Center, Service Provider, Enterprise and SMB customers.  Edgecore Networks is the leader in open networking providing a full line of open WiFi access points, packet transponders, virtual PON OLTs, cell site gateways, and 1G, 10G, 25G, 40G, 100G and 400G OCP-AcceptedTM switches that offer choice of commercial and open source NOS and SDN software. For more information, visit www.edge-core.com."
837,edgewater-wireless-systems-inc,https://www.mwcbarcelona.com/exhibitor/edgewater-wireless-systems-inc/,Hall 7 Stand 7J51,,,,
838,edgify,https://www.mwcbarcelona.com/exhibitor/edgify/,Hall M8,,,,"Edgify has been developing its self training AI capabilities since 2015. the company was founded with a simple aim: to insure complete and undisputable privacy and information security to end users whilst reducing training costs to tech companies. In short, we are here to rid the world of cloud computing and the many risks and costs associated with it. We have an R&D center in Tel Aviv and a commercial office in London. We work with companies from many industries including health, retail, automotive, IoT, and smart homes."
839,een-enterprise-europe-network,https://www.mwcbarcelona.com/exhibitor/een-enterprise-europe-network/,Hall Congress Square Stand CS20,,,,
840,effect-ai-2,https://www.mwcbarcelona.com/exhibitor/effect-ai-2/,Hall M8,,,http://www.effect.ai,"Effect.ai is an open decentralised and democratic network for artificial intelligence development. The project consists of 3 overlapping phases. Phase 1 is Effect Force. This is a global workforce on demand which helps companies sort and structure vast quantities of data to turn into high quality training data for artificial intelligence creation and solutions. Phase 2 is the Effect Smart Market. This is an open marketplace like an App store to buy, sell and trade Algorithms and AI related services. And the 3rd phase is Effect Power, a distributed global supercomputer to run the AI services."
841,efishery,https://www.mwcbarcelona.com/exhibitor/efishery/,Hall M8,,gibran@efishery.com,http://www.efishery.com,"eFishery is intelligence platform company for fish and shrimp farming industry. eFishery provides cloud-based mobile-first smart feeding technology for commercial fish and shrimp farms, to ensure the fish are healthy and waste minimized – to increase feed efficiency by 30%. With the data analytics and predictive algorithm that it's building, eFishery also collects data from feeding, production, water quality and fish behavior, to create predictive insights for farmers; and provide value-added services that connects farmer with the buyers and financial institutions."
842,efootball-pro,https://www.mwcbarcelona.com/exhibitor/efootball-pro/,Hall M8,,jordi@emrights.com,,eFootball.Pro takes real football to the esports universe. Its goal is to professionalise the football esports industry by organising the first international esports competition with top football clubs.
843,egis-technology,https://www.mwcbarcelona.com/exhibitor/egis-technology/,Hall 1 Stand 1C80,,,http://www.egistec.com,"As a leading provider of fingerprint biometrics, Egis Technology Inc. (TWO:6462), specializes in providing a turnkey solution with superior sensor performance and software functionality. Their proprietary matching algorithm offers one of the best FAR/FRR performances in the current market while providing maximum security and convenience. Egis' leading edge fingerprint technology is the ideal choice for implementation in mobile devices. As a board member of the FIDO Alliance, Egis aims to provide security and authentication for all in the online world. Egis is headquartered in Taipei, Taiwan with branch offices located in Mainland China, Japan, and USA. For more information, please visit www.egistec.com."
844,eip,https://www.mwcbarcelona.com/exhibitor/eip/,Hall 7 Stand 7A11,,mbruce@eip.com,http://www.eip.com,"EIP is an innovative intellectual property law firm providing services in Europe and the US, from patent, trademark and design registration, IP search and strategy, through to IP litigation. EIP is a leading patent practice for communications, computing and electronic devices, providing unrivalled expertise with a team that has in-depth experience of most technologies in these areas."
845,eitv,https://www.mwcbarcelona.com/exhibitor/eitv/,Hall 8,,atendimento@eitv.com.br,,"EiTV will take to MWC 2019 everything that build up its success and Latina America´s market leadership. Having over 600 customers, the company offers in its portfolio:"
846,ekinops,https://www.mwcbarcelona.com/exhibitor/ekinops/,Hall 5 Stand 5B41,,,,
847,el-consorci-de-la-zona-franca-de-barcelona,https://www.mwcbarcelona.com/exhibitor/el-consorci-de-la-zona-franca-de-barcelona/,Hall M8,,liesad@elconsorci.es,http://www.elconsorci.es,"Public institution whose main mission is to manage the  ZF Industrial Estate and its ZF Customs Authority. It promotes the international projection of Barcelona, Catalonia and Spain in the exhibition, logistics and real estate sectors,  boosting business development and providing platforms for economic activity and technology transfer such as the 3Dfactory Incubator, a project led together with the LEITAT Foundation, and co-financed by the ERDF or the acceleration program of the logistics market, eDelivery Accelerator, promoted together with La Salle Technova Barcelona and together with those who have also promoted BMP Accelerator, for new companies in the real estate sector."
848,ela-innovation,https://www.mwcbarcelona.com/exhibitor/ela-innovation/,Hall 5 Stand 5B61,,,,
849,elan-microelectronics-corp,https://www.mwcbarcelona.com/exhibitor/elan-microelectronics-corp/,Hall 1 Stand 1H41,,linda.lin@emc.com.tw,http://www.emc.com.tw,"ELAN, the world leading Smart Human Interface provider, has its capacitive multi-touch and Fingerprint-ID solutions launched into Smartphones, Tablets, and NB/Laptops. With best in-class performance and innovative technologies such as Stylus Input, ELAN is the strategic partner with Platform leaders in technology developments. ELAN has also extended its expertise to AI Smart City and Transportation solutions. ELAN was listed in Asia Silicon Valley’s Top 20 for Launching a Smart City Innovation. ELAN is the leader of Windows Touch and Google Chromebook and was also listed as one of the ""Best Under a Billion 200 Companies"" worldwide by Forbes Magazine."
850,elari,https://www.mwcbarcelona.com/exhibitor/elari/,Hall Congress Square Stand CS82,,ruslan@elari.net,,"Еlari is a global brand specializing in creation and distribution of innovative electronic gadgets for connected life. Since its foundation in 2012, Elari has evolved from a bright pioneer to an acknowledged international brand, selling in different markets worldwide. Many of Elari products have become bestsellers in their categories and won the prestigious awards at the largest consumer electronics exhibitions. Elari sales channels include distributors and retailers in Europe, Asia, the Middle East, leading international airlines, largest e-commerce platforms (Amazon, etc.). Elari offices are located in Hong Kong, Riga and Moscow."
851,elatec-css-gmbh,https://www.mwcbarcelona.com/exhibitor/elatec-css-gmbh/,Hall 8,,,,
852,elbit-systems,https://www.mwcbarcelona.com/exhibitor/elbit-systems/,Hall 2 Stand 2E50,,,,"Elbit Systems Ltd. is an international high technology company engaged in a wide range of defense, homeland security and commercial programs throughout the world. The Company, which includes Elbit Systems and its subsidiaries, operates in the areas of aerospace, land and naval systems, command, control, communications, computers, intelligence surveillance and reconnaissance (“C4ISR”), unmanned aircraft systems, advanced electro-optics, electro-optic space systems, EW suites, signal intelligence systems, data links and communications systems, radios and cyber-based systems. The Company also focuses on the upgrading of existing platforms, developing new technologies for defense, homeland security and commercial applications and providing a range of support services, including training and simulation systems."
853,electroneum,https://www.mwcbarcelona.com/exhibitor/electroneum/,Hall 7 Stand 7I90,,mwc19@electroneum.com,,Electroneum – Transforming Mobile Economies 
854,elem-biotech,https://www.mwcbarcelona.com/exhibitor/elem-biotech/,Hall M8,,,,
855,element-ai,https://www.mwcbarcelona.com/exhibitor/element-ai/,Hall 2 Stand 2G2Ex,,hello@elementai.com,http://www.elementai.com,"Element AI creates products designed to augment decisions that help make businesses stronger, safer and more agile. The company streamlines academic research and deep industry expertise into operations models so organisations can navigate complexity with veracity. The suite of Element AI products augment decision making for roles across every organisation that rely on supply chain and financial services. Element AI was co-founded in 2016 by seasoned entrepreneur JF Gagné and leading AI researcher Yoshua Bengio. Located in the deep learning hub of Montréal, Canada, the company is committed to promoting non-predatory, collaborative research models through collective intelligence."
856,elevoc-technology-co-ltd,https://www.mwcbarcelona.com/exhibitor/elevoc-technology-co-ltd/,Hall M8,,,http://www.elevoc.com,"Elevoc Technology Co., Ltd. (""Elevoc""), was founded in 2017 in Shenzhen, China. Elevoc is a world-leading machine hearing solution provider."
857,elgazala-technopark,https://www.mwcbarcelona.com/exhibitor/elgazala-technopark/,Hall 5 Stand 5I41,,,http://www.elgazala.tn,"ElgazalaTechnopark ,  is an integrated environment suitable for the development of small and medium-sized enterprises active in the ICT sectoIt is a space where innovation and entrepreneurship can flourish thanks to its highly diversified and rich ecosystem The Technopark’s main objective is to welcome and support the development of activities combining high technology and high added value. It works, as well, to foster and promote synergy between research units and companies aiming to facilitate technology transfer process Thanks to its blooming trustworthy ecosystem Elgazala Technopark acts as a cornerstone in developing new and high-added value activities and exporting ICT-related services"
858,eliport,https://www.mwcbarcelona.com/exhibitor/eliport/,Hall M8,,,,"Eliport solves the last mile delivery problem by providing a fleet of ground-based, autonomous robots. They travel in pedestrian spaces and can handle approximately 80% of all home deliveries."
859,elisa-automate,https://www.mwcbarcelona.com/exhibitor/elisa-automate/,Hall 5 Stand 5C43,,esa.vesterinen@elisa.fi,http://www.elisaautomate.com,"Elisa Automate offers solutions and services for operators to automate network management and operations. The value promise is to improve service quality and operator cost efficiency. With Elisa Automate solutions, network activities can be fully automated, allowing experts to focus on more value-creating development tasks. Operators can efficiently and effortlessly analyse and better understand their networks and customer experience. Utilizing machine learning technologies, Elisa Automate brings advanced predictive analytics and preventive maintenance to the networks. Leading the way in efficiency, Elisa Automate solutions ensure that operators get maximal benefit out of their networks and investments."
860,elitegroup-computer-systems,https://www.mwcbarcelona.com/exhibitor/elitegroup-computer-systems/,Hall 1 Stand 1A22,,,,"Elitegroup Computer Systems (ECS) is the global leading manufacturer and solution provider on motherboards, mini PCs, Notebooks, mobile devices, smart computing vision and voice activated devices on artificial intelligence, and automotive electronics for IoT, IoV, Industry 4.0, smart city, smart education, and smart home. ECS is strongly committed to developing cutting-edge technology in order to create innovative products under environmentally friendly designs. ECS's comprehensive quality control system ensures all of ECS products can be counted on for stability and reliability. Visit http://www.ecs.com.tw to learn more."
861,elitnet,https://www.mwcbarcelona.com/exhibitor/elitnet/,Hall 6 Stand 6J62,,giedrius@elitnet.eu,,Elitnet is the leading regional telecommunications solution provider which supplies major European and American communications service providers and enterprise markets with cutting-edge software solutions.
862,elliptic-laboratories-as,https://www.mwcbarcelona.com/exhibitor/elliptic-laboratories-as/,Hall 7 Stand 7J61,,,http://www.ellipticlabs.com,"""At Elliptic Labs, we believe that excellence comes from possessing a solid “INNER” core—from our people to our products. Our signature product, INNER BEAUTY®, disrupted mobile design by enabling phones to be truly bezel-less. Used by world-leading smartphone manufacturers, INNER BEAUTY delivers a screen size “beyond infinity.”"
863,elsight,https://www.mwcbarcelona.com/exhibitor/elsight/,Hall 5 Stand 5E61,,hagit.r@elsight.com,http://www.elsight.com,"Elsight is a provider of cutting-edge technology enabling secure, real-time, adaptive data transmission over multiple IP links. The company’s ground-breaking hybrid data connectivity solutions allow for on-the-move and high-bandwidth communication, anytime and anywhere. Elsight’s platform was designed to address the most demanding needs of its customers, as they operate in complex, dynamic and non-line-of-sight environments. Seeking to enhance the way teams communicate, enabling faster, more precise response in times of need, the company's range of end-to-end data transmission applications present an unmatched level of reliability, lowest latency, and highest adaptive bandwidth over cellular networks. Real-time connectivity, real-time cooperation, real-time results."
864,elvision-technologies-inc,https://www.mwcbarcelona.com/exhibitor/elvision-technologies-inc/,Hall 7 Stand 7F21,,david@elvisiontech.com,http://www.elvisiontech.com,"Elvision Technologies Inc. designs and manufactures Wearable Display Device for Smart Phone User and the best see-throuh wearable display products and the AR/MR Glasses product. The company has developed the world's first plastic-based Multi-polygon prism lens technology and manufactured a transmissive optical system using OLED devices to produce and sell HD-grade and 86"" Phone Screen Glsses. Elvision Technologies has implemented a high technology Solution in the field of See-through HMD, Wearable AR/MR Display Device. It allows higher transmittance, wider FOV, lighter weight and smaller volume  for Wearable Smart glasses and Eye-wear display."
865,emek-group-telekomunikasyon-ve-treyler-san-tic-a-s,https://www.mwcbarcelona.com/exhibitor/emek-group-telekomunikasyon-ve-treyler-san-tic-a-s/,Hall 5 Stand 5F61,,ugur.ozer@emek-group.com,http://www.emek-group.net,"Emk Group is Created in 2003 and based in İstanbul province,Emk tower is specialized in the manufacturing of telecommunication towers.With an integrated engineering office,fully adapted machines and softwares Emk Tower has developed the product range  according to market needs.From self supported towers to camouflaged towers,we are able to provide all type of solutions.Present in more than 40 countries around the world ,we proof our knowhow and seriousness with several thousand of towers provided and installed.Demanding on our brand image ,Emk after sales team insures a good following about the delivery of each tower with,in case of customer needs,support on site."
866,emeldi-group,https://www.mwcbarcelona.com/exhibitor/emeldi-group/,Hall 7 Stand 7J51,,info@emeldi.com,http://www.emeldi.com,"The Emeldi Group is a privately held leading provider of digital commerce and Customer Relationship Management (CRM) solutions to the telecommunications industry. Established in 1998, it has developed a disruptive product offering – Emeldi Commerce ® – a ready-made, unified Omni-channel commerce/CRM application specifically designed for the communications vertical, supporting products, services & customer-engagement processes."
867,emgram-inc,https://www.mwcbarcelona.com/exhibitor/emgram-inc/,Hall 7 Stand 7F61,,spark109@emgram.kr,,EMGRAM started with connected car S/W development business.
868,emirates-data-clearing-house,https://www.mwcbarcelona.com/exhibitor/emirates-data-clearing-house/,Hall 2 Stand 2K61,,info@edch.com,http://www.edch.com,"Established in 1994, Emirates Data Clearing House holds the credibility of being the most trusted strategic VAS solutions provider to telecom operators and enterprises globally. Designed as per GSM standards, EDCH innovative suite of products enables mobile operators and enterprises to offer seamless customer experience to their end users."
869,emnify,https://www.mwcbarcelona.com/exhibitor/emnify/,Hall 7 Stand 7O30MR,,,http://www.emnify.com,"EMnify is a Software-as-a-Service (SaaS) company, revolutionizing cellular Internet of Things (IoT). Our connectivity management service provides mobile network operators, enterprises, and developers globally with technology connecting ‘things’. The first to provide a mobile core infrastructure as a cloud service, EMnify enables secure, reliable and scalable connectivity, in ways previously impossible."
870,emnify-2,https://www.mwcbarcelona.com/exhibitor/emnify-2/,Hall 7 Stand 7B81,,mail@emnify.com,http://www.emnify.com,"EMnify is a Software-as-a-Service (SaaS) company, revolutionizing cellular Internet of Things (IoT). Our connectivity management service provides mobile network operators, enterprises, and developers globally with technology connecting ‘things’. The first to provide a mobile core infrastructure as a cloud service, EMnify enables secure, reliable and scalable connectivity, in ways previously impossible."
871,emoticron-srl,https://www.mwcbarcelona.com/exhibitor/emoticron-srl/,Hall 6 Stand 6H20,,marioamura@gmail.com,http://www.emoticron.com,Emoticron (www.emoticron.com) is an Italian startup with a mission: simplifying and reinventing the world of digital marketing thanks to Phlay  a new rich media format that allow marketers to engage ad viewers in stunning Interactive video ads campaign.
872,empath-inc,https://www.mwcbarcelona.com/exhibitor/empath-inc/,Hall M8,,hazumu@webempath.com,,"Empath develops Emotion AI, which can identify emotion from the voice in real-time regardless of the language. Empath API and SDK have been adopted by more than 1,000 customers over 50 countries. Empath won 8 international pitch competitions last year such as Viva Technology 2018 and Tech in Asia Singapore 2018. Empath is accepted by Google Launchpad Accelerator and Plug and Play."
873,empello-ltd,https://www.mwcbarcelona.com/exhibitor/empello-ltd/,Hall 7 Stand 7P100MR,,,,
874,empirix-inc,https://www.mwcbarcelona.com/exhibitor/empirix-inc/,Hall 6 Stand 6C20,,nsantini@empirix.com,http://www.empirix.com,"Empirix has been protecting customer experience for companies around the world since 1992.We are the recognized leader of customer-centric business assurance solutions,providing a unified view of end-to-end user communications and behaviors across networks.Service providers and enterprises worldwide rely on us to accelerate new revenue opportunities and optimize operational costs,user experience and customer loyalty.Our innovative portfolio delivers business analytics and customer-agent emulation testing,monitoring and troubleshooting to transform customer,network and service behaviors into real-time unified,actionable intelligence.Although the introduction of modern technologies such as 5G, NFV and IoT, adds complexity to technical landscapes,it empowers us to accelerate our clients’ journey towards digital transformation"
875,emporia-telecom,https://www.mwcbarcelona.com/exhibitor/emporia-telecom/,Hall 8,,office@emporia.at,http://www.emporia.eu,"With more than 600,000 devices sold annually, emporia is one of the leading suppliers of mobile phones for the"
