,Name,Link,Location,Number,Email,Website,Description
233,competir,https://www.mwcbarcelona.com/exhibitor/competir/,Hall 8,,,,
234,comprion,https://www.mwcbarcelona.com/exhibitor/comprion/,Hall 6 Stand 6I20,,info@comprion.com,http://www.comprion.com,"COMPRION is the worldwide leading manufacturer of test solutions for terminals, smart card interfaces and smart cards. Covering contact-based and contactless technologies, COMPRION provides their expertise to multiple industries, especially telecommunications, payments and M2M. Our involvement in a number of standardization and certification bodies enables us to integrate the latest requirements into our highly valued products. As COMPRION test systems are renowned for the most accurate measurement capabilities, the company serves all top handset, terminal, card and chipset manufacturers as well as MNOs and test houses. COMPRION also acts as technological consultant, supporting many key players in the market."
235,comsis,https://www.mwcbarcelona.com/exhibitor/comsis/,Hall 5 Stand 5B41,,,,
236,condor,https://www.mwcbarcelona.com/exhibitor/condor/,Hall 7 Stand 7F31,,kawthar.boulala@condor.dz,http://www.condor.dz,Fondation: 2002
237,confluencia,https://www.mwcbarcelona.com/exhibitor/confluencia/,Hall Congress Square Stand CS20,,,,
238,connecthings,https://www.mwcbarcelona.com/exhibitor/connecthings/,Hall 8,,,,Visit us in the French Tech hub! 
239,construtag,https://www.mwcbarcelona.com/exhibitor/construtag/,Hall M8,,info@construtag.com,http://www.construtag.com,"construTAG provides Full Traceability of Small Equipment, Tools and this"
240,continual,https://www.mwcbarcelona.com/exhibitor/continual/,Hall 5 Stand 5D81,,info@continualexperience.com,http://www.continualexperience.com,"Continual provides Connected-Vehicle manufacturers and Mobile Network Operators and OEMs with a unique tool-set for analyzing and improving the connected journey experience. Using Artificial Intelligence (AI), our advanced Mobility Experience Analytics continuously monitor and benchmark experience profiles for connected vehicles, driving- and passenger-subscribers, ensuring uninterrupted, superior-quality connectivity across all routes. The smart mobility analytics serve marketing, care and technical teams for monitoring, operating and after-market opportunities."
241,controlcast,https://www.mwcbarcelona.com/exhibitor/controlcast/,Hall M8,,yaman@controlcastapp.com,http://www.controlcastapp.com,"Controlcast offers a digital out-of-home (DOOH) advertising technology platform through a peer-to-peer, shared economy business model. Controlcast aims to make DOOH advertising flexible, affordable, and accessible to everyone through a free-to-download app platform and digital video player. Registered in Delaware in January 2017, Controlcast launched services in April 2018 with Amman, Jordan as its first market. To date it has over 30 Partner locations and over 150 advertisers, with more than 1000 ads delivered and growing. Clients include Pepsi, Careem, Royal Jordanian, Umniah, Honda, and more than 100 SMEs in Jordan. Current plans underway to scale operations regionally and globally."
242,converfit,https://www.mwcbarcelona.com/exhibitor/converfit/,Hall M8,,,,
243,corephotonics,https://www.mwcbarcelona.com/exhibitor/corephotonics/,Hall 2 Stand 2D1MR,,ebriman@corephotonics.com,http://www.corephotonics.com,Corephotonics is the pioneer and worldwide market leader of multi-aperture technologies for mobile devices.
244,corestack,https://www.mwcbarcelona.com/exhibitor/corestack/,Hall 8,,ezhiln@corestack.io,http://www.corestack.io,"CoreStack® is a next generation Multi-Cloud Service Governance/Management Platform that delivers multi cloud management and governance through powerful orchestration and declarative executions. The AI/ML powered engine brings autonomous cloud operations with highest levels of multi cloud automation. CoreStack supports Public/Private/Hybrid Clouds, Containers and Server-less technologies. The CoreStack platform empowers enterprises to consume cloud technologies by simplifying the inter-operability across clouds."
245,correos,https://www.mwcbarcelona.com/exhibitor/correos/,Hall M8,,,http://www.correoslabs.com,"Correos is one of the first public companies to promote Open Innovation programs with startups. Correos launched an Open Innovation program allowing the incorporation of innovative projects in collaboration with entities outside Correos, such as other corporations or startups. In 2017, Correos decided to go a step further and build a center dedicated exclusively to innovation and entrepreneurship: CorreosLabs."
246,costo,https://www.mwcbarcelona.com/exhibitor/costo/,Hall M8,,dania.salem93@hotmail.com,http://www.costo.me,"costo is a website  offers a unique service called “ calculation of quantities & costs“, which can estimate the initial cost of construction quantities & finishing materials with simple inputs understood by engineers & non-engineers, in addition, the website is a market for all suppliers& companies construction field."
247,counterize,https://www.mwcbarcelona.com/exhibitor/counterize/,Hall M8,,waleed@counterize.com,,"Counterize is a Jordanian startup that builds a smart and creative marketing and advertising campaigns using different technologies such as IoT, augmented reality, virtual reality and more, for the purpose of connecting the online with offline marketing."
248,coursicab,https://www.mwcbarcelona.com/exhibitor/coursicab/,Hall M8,,hello@coursicab.com,,"CoursiCab is a unique digital solution that connects local shops and department stores with a pool of  geo-localised taxi drivers, to carry out the delivery of small parcels."
249,coxspace,https://www.mwcbarcelona.com/exhibitor/coxspace/,Hall M8,,fcoad@naver.com,http://www.coxspace.com,"CoxSpace is a XR[Extended Reality] solution provider, aim to the XR platform. Create your dreams in the CoX Space."
250,cradlepoint,https://www.mwcbarcelona.com/exhibitor/cradlepoint/,Hall 2 Stand 2A6MR,,,,"Cradlepoint is the global leader in cloud-delivered wireless edge solutions for branch, mobile, and IoT networks. The Cradlepoint Elastic Edge™ vision—powered by NetCloud services—provides a blueprint for agile, pervasive and software-driven wireless WANs that leverage 4G and 5G services to connect people, places and things everywhere with resiliency, security, and control. More than 25,000 enterprise and government organizations around the world, including 75 percent of the world’s top retailers, 50 percent of the Fortune 100, and first responders in 10 of the largest U.S. cities, rely on Cradlepoint to keep critical branches, points of commerce, field forces, vehicles, and IoT devices always connected and protected."
251,crealog,https://www.mwcbarcelona.com/exhibitor/crealog/,Hall 8,,marketing@crealog.com,,"Service Delivery Platform (SDP) for all network architectures with open standard interfaces for all signaling, messaging, and media applications. Powerful Graphical Service Creation Environment. Applications: IN/NTS Services, natural language dialog IVR/MRF, Call Recording (MiFID II compliant) for fixnet, mobile and lawful interception, Network Contact Center with self-service IVR, Televote, SMS/MMS/RCS Messaging Server, Emergency Call Routing, Ring back tone, and many other VAS and IN/NTS Services for all networks: VoLTE, IMS and TDM. References: A1, Deutsche Telekom, Liberty Global, Swisscom, Unitel, Vodafone."
252,csg,https://www.mwcbarcelona.com/exhibitor/csg/,Hall 5 Stand 5G51,,elizabeth.steenhoek@csgi.com,http://www.csgi.com,"CSG simplifies the complexity of business transformation in the digital age for the most respected communications, media and entertainment service providers worldwide. With over 35 years of experience, CSG delivers revenue management, customer experience and digital monetization solutions for every stage of the customer lifecycle. The company is the trusted partner driving digital transformation for leading global brands, including Arrow, AT&T, Bharti Airtel, Charter Communications, Comcast, DISH, Eastlink, iFlix, MTN, TalkTalk, Telefonica, Telstra and Verizon. "
253,ctdi,https://www.mwcbarcelona.com/exhibitor/ctdi/,Hall 2 Stand 2K63,,,http://www.ctdi.eu,"CTDI is a full-service, global engineering, repair and logistics company providing best-cost solutions to the communications industry. We support our customers in planning, modernizing, maintaining and dismantling their technical equipment and networks. And we provide distribution or after-sales services for their mobile and consumer electronics. CTDI’s customers include the major wireline and wireless telecom carriers, cable service providers, and major OEMs from around the world."
254,ctech,https://www.mwcbarcelona.com/exhibitor/ctech/,Hall 5 Stand 5F61,,infoctech@ctech.com.tr,http://www.ctech.com.tr,"Established by private venture in 2005, The company has emerged as an innovation and technology power house, primarly for Secure and Broadband Data Connectivity, with more than 150 engineers in Istanbul and Ankara, Turkey.  The company is growing steadily over the past 14 years by producing and marketing technology."
255,cuideo,https://www.mwcbarcelona.com/exhibitor/cuideo/,Hall M8,,roberto.valdes@cuideo.com,http://www.cuideo.com,Cuideo is a marketplace where families contract senior care services.
256,culcharge,https://www.mwcbarcelona.com/exhibitor/culcharge/,Hall Congress Square Stand CS124,,,,
257,curatio,https://www.mwcbarcelona.com/exhibitor/curatio/,Hall 7 Stand 7J38,,,,
258,cyberarmor,https://www.mwcbarcelona.com/exhibitor/cyberarmor/,Hall M8,,,,"CyberArmor is a next generation data breach protection product covering the entire cloud and hybrid workloads. It redefines Zero-Trust paradigm by bringing runtime cryptographic software identity, automatic key management and data encryption into a single verification equation."
259,cysalys,https://www.mwcbarcelona.com/exhibitor/cysalys/,Hall 5 Stand 5B41,,sarkis.armoudian@cysalys.com,,CYSALYS is a french company specialized in power solutions dedicated for telecom applications.
260,danew,https://www.mwcbarcelona.com/exhibitor/danew/,Hall 8,,,http://www.danew.fr,Danew is a french consumer electronic brand specialized in innovative design products delivering great user experiences.
261,daon,https://www.mwcbarcelona.com/exhibitor/daon/,Hall Upper Walkway Stand 2UP,,info@daon.com,http://www.daon.com,"Daon is an innovator in developing and deploying biometric authentication and identity assurance solutions worldwide. Daon has pioneered methods for securely and conveniently combining multiple  biometric and identity capabilities across multiple channels for payments verification, digital banking, wealth, insurance, telcos, and securing borders and critical infrastructure. Daon's IdentityX platform provides an inclusive, trusted digital security experience, allowing businesses to conduct transactions with any consumer through any medium with total confidence, incorporating digital onboarding, authentication and account recovery. Daon delivers solutions needed for mission critical programs and is a key technology for organisations including Visa, Mastercard, USAA, BNP Paribas and SMBC."
262,daopay,https://www.mwcbarcelona.com/exhibitor/daopay/,Hall 8,,,http://www.daopay.com,"DaoPay allows you to use more than 100 payment solutions from one source: Visa/Mastercard, SEPA, DaoPay Phone Payment (IVR, PSMS, DCB in more than 80 countries), paysafecard, SOFORT Banking, iDEAL, Przelewy24, PayPal and a variety of alternative payment solutions that are specially adapted to the needs of the customer. DaoPay is the market leader in global payments and payments by telephone through its patented solutions. Regulated by the Austrian Financial Market Authority (FMA), all transactions with DaoPay are 100% secured and payouts are guaranteed."
263,datacup,https://www.mwcbarcelona.com/exhibitor/datacup/,Hall M8,,,,"DataCup is an innovative solution to deliver offline content on any devices anywhere. You don't need to have internet to get immediate access to more than 2500 documents you'll be able to download on your laptop, smartphone or tab."
264,dative_,https://www.mwcbarcelona.com/exhibitor/dative_/,Hall M8,,hello@dativepartners.com,http://www.dativepartners.com,"We help companies maximise their gross margin with a prescriptive service on their go to market strategies, saving huge amounts of investments on non productive trade promotions. With latest AI propietary engine, we can create tackle the right customer, with the right promotion, in the right time, within the right channel"
265,dawex,https://www.mwcbarcelona.com/exhibitor/dawex/,Hall 8,,,,
266,deaftawk,https://www.mwcbarcelona.com/exhibitor/deaftawk/,Hall M8,,wamiq@triac.org.pk,http://www.triac.org.pk,"DeafTawk is a digital sign language interpretation service provider working on the empowerment of 124 million deaf community across the globe by providing quality sign language interpretation services through video calling mode. DeafTawk bridge the communicational gap of deaf people in order to translate the general public communication in real time. In just $5 per month, deaf people can have an access to quality inclusive education, health, and employment opportunities as well as more inclusion in the social setups."
267,decawave,https://www.mwcbarcelona.com/exhibitor/decawave/,Hall 7 Stand 7D71,,,,
268,defne,https://www.mwcbarcelona.com/exhibitor/defne/,Hall 5 Stand 5G20,,didem.karabatur@defne.com.tr,http://www.defne.com.tr,"Defne is a leading provider of voice/data solutions for communications networks. Defne enables operators/SPs to monetize every potential connection while enhancing subscriber experience. Backed up with managed services, Defne a portfolio of offers innovative omni-channel marketing, call management, messaging, roaming, filtering, OSS/BSS and enterprise solutions. Network operators serving 500 million subscribers globally are driving revenue growth and increasing customer loyalty with Defne’s solutions/services. IN, IVR, and messaging expertise combined with a wealth of skilled resources, allows Defne to provide advanced solutions that seamlessly integrate with existing customer infrastructure. Headquartered in Istanbul, Defne has offices in UAE and India."
269,dejamobile,https://www.mwcbarcelona.com/exhibitor/dejamobile/,Hall 5 Stand 5B41,,grc@dejamobile.com,http://www.dejamobile.com,Dejamobile is a Fintech and software solution provider specialised in Mobile Transaction Services.
270,dejero,https://www.mwcbarcelona.com/exhibitor/dejero/,Hall 6 Stand 6A60,,,,"Driven by our vision of reliable connectivity anywhere, Dejero’s unique network blending technology blends multiple Internet connections to deliver fast and dependable connectivity for cloud computing, online collaboration, and secure exchange of video and data."
271,deliverwow,https://www.mwcbarcelona.com/exhibitor/deliverwow/,Hall 8,,,http://www.deliverwow.co,"DeliverWOW is a premium, technology, logistics company, specializing in the online and offline fashion industry."
272,deloitte,https://www.mwcbarcelona.com/exhibitor/deloitte/,Hall M8,,,,"StartmeUP is the first Solutions Centre that accompanies and interacts with the various players that coexist in the innovation ecosystem in order to strengthen their scalability in an adapted and flexible manner. A Centre that connects entrepreneurs, startups and investors, affording access to large corporations to test their business models and enhance their traction."
273,devergy,https://www.mwcbarcelona.com/exhibitor/devergy/,Hall M8,,,,
274,devo,https://www.mwcbarcelona.com/exhibitor/devo/,Hall 8,,info@devo.com,,"Devo is the leading real-time operational analytics platform used by global telcos and CSPs to fundamentally change the economics of their machine data. The Devo Data Operations Platform collects, enhances, and analyzes machine and operational data from all aspects of the business, providing real-time insights for IT, security, and business teams at the world’s largest organizations. For more information visit https://www.devo.com."
275,dialogic,https://www.mwcbarcelona.com/exhibitor/dialogic/,Hall 6 Stand 6B62,,balvinder.sandhu@dialogic.com,http://www.dialogic.com,"Dialogic is a leading cloud-optimized solutions provider for real-time communications media, applications, and infrastructure to service providers, enterprises, and developers around the globe. Focus areas are all-software real-time communications solutions, industry-leading rich media processing, and virtualized network infrastructure offerings. Based in Parsippany, NJ with offices worldwide, Dialogic works with 48 of the world’s top 50 mobile operators, plus nearly 1,000 application developers build and deploy Dialogic-based solutions on agile networks. Our team of professional services experts is ready to help with unparalleled support and consulting, helping our customers get the most from their network investment. To learn more visit www.dialogic.com."
276,digamelon,https://www.mwcbarcelona.com/exhibitor/digamelon/,Hall M8,,raul@digamelon.net,http://www.digamelon.net,–	First Customer Service Agency created 100% for e-commerce.
277,digitalglobe,https://www.mwcbarcelona.com/exhibitor/digitalglobe/,Hall 7 Stand 7G86,,paulo.godinho@digitalglobe.com,http://www.digitalglobe.com,"DigitalGlobe, a Maxar Technologies company, is an industry leader in satellite imagery and location intelligence, serving a spectrum of industries from governments to startups. Our portfolio of imagery products and geospatial analytics simplifies access to critical information about our changing planet, empowering customers to answer complex questions that impact environments, economies, and lives."
278,dimoco,https://www.mwcbarcelona.com/exhibitor/dimoco/,Hall 8,,sales@dimoco.eu,http://www.dimoco.eu,DIMOCO is a leading payment and messaging innovator. As industry leader at the cutting edge of mobile technology it has paved the way in direct carrier billing and mobile messaging services.
279,dinbeat,https://www.mwcbarcelona.com/exhibitor/dinbeat/,Hall M8,,tbonmati@dinbeat.com,http://www.dinbeat.com,"Dinbeat is a startup company which develops innovative products for pets, which involves the use of technology. Its first big development is called DinbeatPRO, the first multi-parameter harness to track pet’s health professionally, mainly for veterinary use. This wearable device monitors wirelessly and in real time: electrocardiogram data, breath per minute, heart rate, temperature, activity, position and bark. With DinbeatPRO vets, not only can save up to 60% in health tracking costs, but also they can improve their services and the life quality of ill pets."
280,ding,https://www.mwcbarcelona.com/exhibitor/ding/,Hall 5 Stand 5E28,,colette.campbell@ding.com,http://www.ding.com,"Ding was founded to change billions of lives by accelerating mobile access. As the number one international mobile top-up platform in the world, Ding has been keeping people connected since 2006, when it launched this first-of-a-kind service. Today, Ding’s users have successfully sent over 300 million top-ups globally, via the app, online at Ding.com, and in-store at 600,000+ retail outlets worldwide."
281,diocian,https://www.mwcbarcelona.com/exhibitor/diocian/,Hall M8,,cian@diocian.com,,Global music network service
282,dmi,https://www.mwcbarcelona.com/exhibitor/dmi/,Hall 2 Stand 2A58MR,,,http://www.dminc.com,"At DMI, we take a human-centric, mobile-first approach to help our clients disrupt their markets and evolve their business models. We’re a new breed of partner that brings together the design-thinking of a digital agency with the rapid and iterative delivery of a modern IT services partner. With 21 offices worldwide, we’ve been continually recognized by both Gartner and Forrester as a leader in mobile IT services. Our unique, integrated approach to digital transformation has resulted in dramatic growth as well as an expanding client base, which includes hundreds of Fortune 1000 commercial clients and all fifteen U.S. Federal Departments."
283,doctoralia,https://www.mwcbarcelona.com/exhibitor/doctoralia/,Halls,,fllordachs@doctoralia.com,http://www.doctoralia.com,"Doctoralia (DocPlanner Group) is the world's leading platform connecting patients with healthcare professionals and making the healthcare experience more human. Doctoralia offers patients a space to find and review the best doctor according to their needs. In turn, it offers healthcare professionals and medical centres tools to help manage their patient flow, improve the efficiency of their practice and enhance their online presence."
284,dolobox,https://www.mwcbarcelona.com/exhibitor/dolobox/,Hall M8,,,,DOLOBOX is the most disruptive subscription service for dogs. It is
285,dotphoton,https://www.mwcbarcelona.com/exhibitor/dotphoton/,Hall 8,,get@dotphoton.com,,"The size and number of images taken every year is growing exponentially. In order to enable use of the highest quality imagery without restrictions of communication speed and battery life on mobile devices, Dotphoton introduces an innovative RAW  image compression technology coming from quantum physics research which allows to reduce image size up to 10 times whilst preserving highest possible image quality. It makes Dotphoton’s products not only suitable for mobile devices but unlocks true potential of emerging imaging technologies used by IoT and automotive industries ."
286,drivenets,https://www.mwcbarcelona.com/exhibitor/drivenets/,Hall 2 Stand 2E8Ex,,info@drivenets.com,,"DriveNets has developed a revolutionary approach to build networks for extreme growth, rapid service innovation – and disruptive economics. Delivering telco-grade performance with Webscale-grade agility, its Network Cloud is a multi-service routing and switching software solution that runs over low-cost white boxes. Fully disaggregated and open, it enables unprecedented port density that scales-out linearly to meet growing business demands, unbounded by service, protocol or chassis limitations – helping operators to transform their cost structure and capture new revenue opportunities."
287,dvtest,https://www.mwcbarcelona.com/exhibitor/dvtest/,Hall 7 Stand 7J51,,mike.caines@dvtest.com,,"With more than 30 years of experience in the field of wireless testing, DVTEST specialises in the design and production of RF test enclosures and wireless test systems. DVTEST’s product line of anechoic test enclosures offers not only robust and durable design to shield unwanted signals in device testing, but also custom upgrade capabilities to meet all testing requirements of industry-leading technology firms worldwide. DVTEST’s leading engineers select the highest quality materials to create superior test enclosures with quick delivery times and economical options to suit the testing needs of every customer."
288,eastwind,https://www.mwcbarcelona.com/exhibitor/eastwind/,Hall 7 Stand 7J30,,info@eastwind.ru,http://www.eastwind.ru/en,"Eastwind is a leading Russian telecom-focused vendor creating tech for efficient business and comfortable life. We develop, introduce and support High-Load systems since 1997. With over 160 projects, we have accumulated priceless industry-specific and functional expertise. More than 150 million subscribers in 10 countries use our products every day."
289,easysend,https://www.mwcbarcelona.com/exhibitor/easysend/,Hall 5 Stand 5E61,,,http://www.easysend.io,"EasySend SaaS platform will transform any document-based workflow to a fully customized, responsive, digital process within the hour."
290,ecapture3d,https://www.mwcbarcelona.com/exhibitor/ecapture3d/,Hall Congress Square Stand CS50,,mk@ecapture3d.com,http://www.ecapture3d.com,"eCapture3d commercializes a cloud platform (www.eyescloud3d.com) that enables any user to create 3d models in less than 5 minutes with photos or videos taken with his smartphone, reflex-camera, drone. No previous knowledge is necessary to use the platform. The 3d models obtained can be shared in social media, embedded in websites, inserted into PDF, georeferenced and geolocated. You can insert notes in the models, take real measurements or download the file that allows 3D printing. The whole process is done in 3 simple steps: take pictures, upload them to our web platform and wait for the 3d models to be generated."
291,eccocar,https://www.mwcbarcelona.com/exhibitor/eccocar/,Hall M8,,fernando.martin@eccocar.com,,"eccocar is a technology company and its shared mobility platform is enabling fleet managers, fleet operators and mobility operators to unleash the full potential of their vehicles."
292,eddress,https://www.mwcbarcelona.com/exhibitor/eddress/,Hall 8,,,,"Eddress is a technology company offering fleet management solutions for businesses specializing in last-mile delivery as well as white-labeled marketplace apps for businesses looking to expose their products and services to nearby users. Eddress aims to enhance global online and offline deliveries by connecting trusted partners with consumers, verifying and saving addresses, and making the order fulfillment and dispatching a seamless experience. By creating complete visibility and transparency between all parties involved, businesses can focus more on operations and marketing without having to worry about technology."
293,edelman,https://www.mwcbarcelona.com/exhibitor/edelman/,Hall 8,,,,
294,edevice,https://www.mwcbarcelona.com/exhibitor/edevice/,Hall 5 Stand 5B41,,averger@edevice.com,,"eDevice provides global IoT connectivity solutions. For twenty years, market leaders have relied on eDevice's products and services to securely transmit critical data between their devices in the field and their systems. "
295,edgify,https://www.mwcbarcelona.com/exhibitor/edgify/,Hall M8,,,,"Edgify has been developing its self training AI capabilities since 2015. the company was founded with a simple aim: to insure complete and undisputable privacy and information security to end users whilst reducing training costs to tech companies. In short, we are here to rid the world of cloud computing and the many risks and costs associated with it. We have an R&D center in Tel Aviv and a commercial office in London. We work with companies from many industries including health, retail, automotive, IoT, and smart homes."
296,efishery,https://www.mwcbarcelona.com/exhibitor/efishery/,Hall M8,,gibran@efishery.com,http://www.efishery.com,"eFishery is intelligence platform company for fish and shrimp farming industry. eFishery provides cloud-based mobile-first smart feeding technology for commercial fish and shrimp farms, to ensure the fish are healthy and waste minimized – to increase feed efficiency by 30%. With the data analytics and predictive algorithm that it's building, eFishery also collects data from feeding, production, water quality and fish behavior, to create predictive insights for farmers; and provide value-added services that connects farmer with the buyers and financial institutions."
297,eip,https://www.mwcbarcelona.com/exhibitor/eip/,Hall 7 Stand 7A11,,mbruce@eip.com,http://www.eip.com,"EIP is an innovative intellectual property law firm providing services in Europe and the US, from patent, trademark and design registration, IP search and strategy, through to IP litigation. EIP is a leading patent practice for communications, computing and electronic devices, providing unrivalled expertise with a team that has in-depth experience of most technologies in these areas."
298,eitv,https://www.mwcbarcelona.com/exhibitor/eitv/,Hall 8,,atendimento@eitv.com.br,,"EiTV will take to MWC 2019 everything that build up its success and Latina America´s market leadership. Having over 600 customers, the company offers in its portfolio:"
299,ekinops,https://www.mwcbarcelona.com/exhibitor/ekinops/,Hall 5 Stand 5B41,,,,
300,elari,https://www.mwcbarcelona.com/exhibitor/elari/,Hall Congress Square Stand CS82,,ruslan@elari.net,,"Еlari is a global brand specializing in creation and distribution of innovative electronic gadgets for connected life. Since its foundation in 2012, Elari has evolved from a bright pioneer to an acknowledged international brand, selling in different markets worldwide. Many of Elari products have become bestsellers in their categories and won the prestigious awards at the largest consumer electronics exhibitions. Elari sales channels include distributors and retailers in Europe, Asia, the Middle East, leading international airlines, largest e-commerce platforms (Amazon, etc.). Elari offices are located in Hong Kong, Riga and Moscow."
301,electroneum,https://www.mwcbarcelona.com/exhibitor/electroneum/,Hall 7 Stand 7I90,,mwc19@electroneum.com,,Electroneum – Transforming Mobile Economies 
302,eliport,https://www.mwcbarcelona.com/exhibitor/eliport/,Hall M8,,,,"Eliport solves the last mile delivery problem by providing a fleet of ground-based, autonomous robots. They travel in pedestrian spaces and can handle approximately 80% of all home deliveries."
303,elitnet,https://www.mwcbarcelona.com/exhibitor/elitnet/,Hall 6 Stand 6J62,,giedrius@elitnet.eu,,Elitnet is the leading regional telecommunications solution provider which supplies major European and American communications service providers and enterprise markets with cutting-edge software solutions.
304,elsight,https://www.mwcbarcelona.com/exhibitor/elsight/,Hall 5 Stand 5E61,,hagit.r@elsight.com,http://www.elsight.com,"Elsight is a provider of cutting-edge technology enabling secure, real-time, adaptive data transmission over multiple IP links. The company’s ground-breaking hybrid data connectivity solutions allow for on-the-move and high-bandwidth communication, anytime and anywhere. Elsight’s platform was designed to address the most demanding needs of its customers, as they operate in complex, dynamic and non-line-of-sight environments. Seeking to enhance the way teams communicate, enabling faster, more precise response in times of need, the company's range of end-to-end data transmission applications present an unmatched level of reliability, lowest latency, and highest adaptive bandwidth over cellular networks. Real-time connectivity, real-time cooperation, real-time results."
305,emnify,https://www.mwcbarcelona.com/exhibitor/emnify/,Hall 7 Stand 7O30MR,,,http://www.emnify.com,"EMnify is a Software-as-a-Service (SaaS) company, revolutionizing cellular Internet of Things (IoT). Our connectivity management service provides mobile network operators, enterprises, and developers globally with technology connecting ‘things’. The first to provide a mobile core infrastructure as a cloud service, EMnify enables secure, reliable and scalable connectivity, in ways previously impossible."
306,enermed,https://www.mwcbarcelona.com/exhibitor/enermed/,Hall 8,,,http://www.enermed.it,Enermed is an innovative energy operator with a demonstrated history of research and development. We believe in providing green solutions for companies and individuals. We want to help you improve your life and business by making better decisions on how to manage your energy in a sustainable way.
307,engagine,https://www.mwcbarcelona.com/exhibitor/engagine/,Hall 8,,marketplace@engagine.io,,engagine: A programmatic exchange that drives results.
308,engitek,https://www.mwcbarcelona.com/exhibitor/engitek/,Hall 5 Stand 5F61,,ssinan.aydogdu@gmail.com,,ENGITEK ENGINEERING TECHNOLOGIES LTD.
309,enimbos,https://www.mwcbarcelona.com/exhibitor/enimbos/,Hall Congress Square Stand CS50,,jdlcuerda@enimbos.com,http://www.enimbos.com,"We use the most innovative technologies and develop our own Software as a Service platform, to increase control, automate and secure the hybrid and multicloud environment for large Corporations, reducing their costs over a 40%. Our value proposition covers from the Business Continuity to the Governance and 24/7 Support in on-premises and cloud based IT infrastructures."
310,ensibuuko,https://www.mwcbarcelona.com/exhibitor/ensibuuko/,Hall M8,,,,
311,enxoo,https://www.mwcbarcelona.com/exhibitor/enxoo/,Hall 8,,contact@enxoo.com,http://www.enxoo.com,"Enxoo is an IT consulting company which delivers digital transformational projects powered by Salesforce® technology to automate and simplify the quote-to-revenue process. One of the top Enxoo’s solutions is designed to help increase revenue, sales performance efficiency, and high service quality for companies from the telecommunications industry. Enxoo offers also solutions for the real estate, HR and talent management system to optimize employee experience in any sector, as well as marketing automation support. "
312,epayments,https://www.mwcbarcelona.com/exhibitor/epayments/,Hall 8,,mwc@epayments.com,,At ePayments we believe that business leaders should be focused on one thing: building great businesses. 
313,equinix,https://www.mwcbarcelona.com/exhibitor/equinix/,Hall 2 Stand 2K12Ex,,,http://www.equinix.com,"Equinix, Inc. (Nasdaq: EQIX) connects the world's leading businesses to their customers, employees and partners inside the most interconnected data centers. In 52 markets across five continents, Equinix is where companies come together to realize new opportunities and accelerate their business, IT and cloud strategies. In a digital economy where enterprise business models are increasingly interdependent, interconnection is essential to success. Equinix operates the only global interconnection platform, sparking new opportunities that are only possible when companies come together."
314,ericsson,https://www.mwcbarcelona.com/exhibitor/ericsson/,Hall 1 Stand OA1,,,http://www.ericsson.com/mwc,"Our mission is to innovate technologies that empower an intelligent, sustainable and connected world. Operating in 180 countries, Ericsson has delivered telephony and mobile broadband to billions worldwide. Real-time connectivity – from connected cars to wearables to smart grid technology – will transform our world. 5G, IoT and digital operations will fuel innovation we can’t imagine today. Join us at MWC for unique insights on opportunities for your business and groundbreaking use cases to enhance your customers’ experiences: www.ericsson.com/mwc"
315,erni,https://www.mwcbarcelona.com/exhibitor/erni/,Hall 8,,lara.hernandez@erni-espana.es,,ERNI is a Swiss Software development Engineering company present in 8 countries worldwide. ERNI is a benchmark on software development for regulated environments. Multinational firms rely on us for designing and delivering complete software solutions.
316,escaux,https://www.mwcbarcelona.com/exhibitor/escaux/,Hall 7 Stand 7G71,,,http://www.escaux.com,"Escaux is a disruptive provider of native Mobile UCaas Cloud solutions for Fixed, Mobile and OTT networks. Our off the shelf, ready to use, very scalable cloud solutions for service providers and their partners offer the highest security & can easily be customized to specific requirements &RFPs. Thanks to our Mobile Collaboration Hub the deployed of our linux container based solutions is completely automated & orchestrated and the roadmap is even delivered a service. As a result our customers benefit from the lowest TCO combined with the highest profitability. Last, the internet value chain is reshaped around the user thanks to our Cloudphone offerings."
317,eset,https://www.mwcbarcelona.com/exhibitor/eset/,Hall 7 Stand 7H41,,,,"For more than 30 years ESET® has been developing industry-leading IT security software and services for businesses and consumers worldwide. From endpoint protection and mobile security, to encryption and two-factor authentication, our high-performing, easy-to-use products enable customers to employ the full potential of their information technology. Backed by 13 R&D centers worldwide, ESET protects more than 110 million users worldwide and operates in more than 200 countries and territories. For more, visit www.eset.com or follow us on LinkedIn, Facebook and Twitter."
318,eternitrace,https://www.mwcbarcelona.com/exhibitor/eternitrace/,Hall M8,,sebastien.pirlet@block0.io,http://www.eternitrace.io,Eternitrace is a collaborative traceability solution supported by blockchain technology.
319,ethertronics,https://www.mwcbarcelona.com/exhibitor/ethertronics/,Hall 5 Stand 5M12MR,,eth.europesales@avx.com,,"Ethertronics, an AVX Group Company, is a global leader in antenna design, manufacturing, and innovation. Ethertronics develops passive antennas and high-performance smart antenna system solutions for wireless communications. Ethertronics Active Steering Antenna technology provides performance enhancements for throughput, range, efficiency, and reliability across a range of applications, from 5G to Wi-Fi and the Internet of Things. Ethertronics has shipped over 2 billion antenna systems that are being used by leading wireless handset and device manufacturers worldwide. For more information, visit www.ethertronics.com and follow us on LinkedIn."
